Player,Season,Age,Tm,Lg,G,MP,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,All NBA
Glen Davis,2013-14,28,TOT,NBA,68,1662,44,8.3,18.2,8.2,17.9,0.1,0.3,2.9,4.2,3.3,7.5,10.8,2.4,1.8,0.9,2.3,4.9,19.7,0.457,0.459,0.364,0.46,0.693,0.491,0
Wayne Ellington,2012-13,25,TOT,NBA,78,1661,21,7.2,16.9,4.2,9.2,3.0,7.6,2.2,2.4,0.8,4.5,5.3,3.3,1.4,0.1,1.8,2.6,19.6,0.4270000000000001,0.457,0.392,0.516,0.907,0.546,0
Evan Fournier,2014-15,22,ORL,NBA,58,1661,32,7.8,17.7,5.2,10.8,2.6,6.9,3.3,4.5,0.9,3.8,4.7,3.7,1.2,0.1,2.5,3.6,21.5,0.44,0.48,0.378,0.514,0.728,0.546,0
Jarell Martin,2017-18,23,MEM,NBA,73,1661,36,6.7,15.1,5.7,12.1,1.0,3.0,2.7,3.5,3.0,6.7,9.7,2.2,1.2,1.5,2.6,6.4,17.2,0.446,0.47,0.34700000000000003,0.48,0.767,0.516,0
Dirk Nowitzki,2012-13,34,DAL,NBA,53,1661,47,10.5,22.4,8.5,17.5,2.0,4.8,5.1,5.9,1.1,10.0,11.2,4.1,1.2,1.1,2.2,2.9,28.2,0.471,0.487,0.414,0.516,0.86,0.564,0
Nenê Hilário,2012-13,30,WAS,NBA,61,1659,49,8.9,18.6,8.9,18.6,0.0,0.0,6.2,8.4,3.2,9.6,12.8,5.6,1.7,1.2,4.4,5.4,24.0,0.48,0.481,0.0,0.48,0.7290000000000001,0.5379999999999999,0
Luis Scola,2014-15,34,IND,NBA,81,1659,16,9.3,19.9,9.2,19.3,0.2,0.6,4.9,7.0,4.3,12.0,16.3,3.3,1.5,0.6,2.9,6.0,23.7,0.467,0.474,0.25,0.471,0.6990000000000001,0.515,0
Evan Turner,2016-17,28,POR,NBA,65,1658,12,7.0,16.5,6.1,13.0,0.9,3.5,2.5,3.1,1.1,6.3,7.4,6.1,1.6,0.7,3.0,3.6,17.5,0.426,0.47,0.263,0.454,0.825,0.491,0
Tyler Ulis,2017-18,22,PHO,NBA,71,1658,43,6.2,15.9,5.0,11.7,1.2,4.2,2.4,2.9,0.7,3.0,3.7,9.0,2.0,0.2,3.7,3.5,16.0,0.388,0.425,0.28800000000000003,0.426,0.8320000000000001,0.465,0
Deron Williams,2016-17,32,TOT,NBA,64,1657,44,8.2,18.6,5.5,11.4,2.6,7.3,2.8,3.4,0.4,4.1,4.6,11.2,1.0,0.2,4.3,4.3,21.7,0.438,0.486,0.363,0.509,0.826,0.541,0
Mario Hezonja,2017-18,22,ORL,NBA,75,1657,30,8.1,18.2,5.4,10.3,2.7,7.9,2.5,3.1,1.2,7.1,8.3,3.1,2.4,0.9,2.5,4.0,21.3,0.442,0.523,0.337,0.515,0.8190000000000001,0.544,0
Nikola Mirotić,2014-15,23,CHI,NBA,82,1654,3,7.9,19.5,4.8,9.7,3.1,9.8,7.1,8.9,2.0,10.7,12.6,3.0,1.7,1.7,2.8,5.4,26.1,0.405,0.495,0.316,0.485,0.8029999999999999,0.556,0
Jamal Crawford,2017-18,37,MIN,NBA,80,1653,0,9.3,22.4,6.2,12.9,3.1,9.5,3.1,3.4,0.6,2.4,3.0,5.6,1.2,0.3,2.9,2.6,24.9,0.415,0.477,0.331,0.485,0.903,0.519,0
Michael Beasley,2017-18,29,NYK,NBA,74,1653,30,12.3,24.2,11.2,21.6,1.0,2.6,3.7,4.8,2.9,9.5,12.4,3.7,1.1,1.3,4.3,4.3,29.3,0.507,0.52,0.395,0.528,0.78,0.556,0
Dante Cunningham,2014-15,27,NOP,NBA,66,1652,27,4.9,10.8,4.9,10.5,0.0,0.3,0.9,1.5,2.2,5.9,8.1,1.6,1.5,1.2,1.1,3.2,10.8,0.457,0.468,0.1,0.459,0.617,0.473,0
Ramon Sessions,2012-13,26,CHA,NBA,61,1652,0,8.8,21.5,7.7,18.1,1.0,3.4,9.2,11.0,0.9,4.5,5.4,7.3,1.5,0.2,3.3,2.9,27.8,0.408,0.4270000000000001,0.308,0.433,0.8390000000000001,0.529,0
Danny Green,2013-14,26,SAS,NBA,68,1651,59,6.7,15.5,2.6,5.7,4.0,9.7,1.5,1.9,0.8,6.2,7.0,3.2,2.0,1.9,2.3,3.3,18.9,0.4320000000000001,0.46,0.415,0.562,0.794,0.58,0
Kevin Love,2017-18,29,CLE,NBA,59,1651,59,9.9,21.6,5.8,11.8,4.1,9.8,6.9,7.9,3.0,13.2,16.2,3.1,1.3,0.7,2.7,3.6,30.8,0.458,0.494,0.415,0.552,0.88,0.614,0
Michael Carter-Williams,2015-16,24,MIL,NBA,54,1649,37,7.8,17.1,7.3,15.4,0.5,1.7,3.3,5.0,1.5,7.0,8.5,8.7,2.5,1.3,4.7,5.0,19.2,0.452,0.472,0.273,0.466,0.654,0.4970000000000001,0
Dante Cunningham,2016-17,29,NOP,NBA,66,1649,35,5.2,10.7,3.1,5.3,2.1,5.4,0.5,0.8,1.7,6.6,8.2,1.1,1.2,0.8,0.8,3.0,12.9,0.485,0.579,0.392,0.584,0.593,0.586,0
Tony Allen,2014-15,33,MEM,NBA,63,1648,41,7.1,14.4,6.8,13.5,0.3,0.9,2.5,4.0,3.3,5.6,8.9,2.7,4.1,1.0,2.7,5.3,17.1,0.495,0.505,0.345,0.505,0.627,0.528,0
Jae Crowder,2014-15,24,TOT,NBA,82,1647,17,7.0,16.6,5.1,10.3,1.9,6.3,3.3,4.3,2.2,6.7,8.9,2.9,2.2,0.8,1.5,4.2,19.1,0.42,0.499,0.293,0.476,0.773,0.517,0
Jerami Grant,2017-18,23,OKC,NBA,81,1647,1,7.4,13.7,6.4,10.4,1.0,3.3,4.9,7.2,2.6,7.0,9.6,1.7,0.9,2.3,1.6,4.7,20.6,0.535,0.613,0.29100000000000004,0.57,0.675,0.607,0
Nikola Mirotić,2015-16,24,CHI,NBA,66,1646,38,7.6,18.6,3.4,8.0,4.1,10.5,4.4,5.5,1.8,9.3,11.0,3.0,1.8,1.4,3.1,4.6,23.7,0.407,0.43,0.39,0.518,0.807,0.564,0
David Nwaba,2017-18,25,CHI,NBA,70,1646,21,6.0,12.5,5.5,11.0,0.5,1.5,3.9,6.0,2.6,7.0,9.7,3.1,1.7,0.9,2.3,4.7,16.5,0.478,0.496,0.34600000000000003,0.499,0.655,0.542,0
Tomáš Satoranský,2017-18,26,WAS,NBA,73,1643,30,6.1,11.6,4.7,8.6,1.4,3.1,2.3,2.9,2.2,4.9,7.0,8.6,1.6,0.5,2.5,4.0,15.8,0.523,0.544,0.465,0.585,0.7809999999999999,0.615,0
Isaiah Whitehead,2016-17,21,BRK,NBA,73,1643,26,5.9,14.7,4.6,10.4,1.3,4.3,2.6,3.3,0.9,4.4,5.3,5.5,1.2,1.0,4.1,5.0,15.7,0.402,0.446,0.295,0.445,0.805,0.487,0
Bobby Portis,2017-18,22,CHI,NBA,73,1643,4,11.4,24.1,9.0,17.5,2.4,6.6,3.6,4.6,4.7,10.1,14.8,3.7,1.5,0.7,3.1,3.9,28.6,0.471,0.514,0.359,0.52,0.769,0.5479999999999999,0
Kent Bazemore,2018-19,29,ATL,NBA,67,1643,35,7.8,19.4,5.1,11.0,2.7,8.4,3.6,4.9,1.0,6.3,7.3,4.3,2.5,1.2,3.4,4.8,21.9,0.402,0.465,0.32,0.472,0.726,0.507,0
Dorian Finney-Smith,2016-17,23,DAL,NBA,81,1642,35,3.9,10.6,2.2,4.5,1.8,6.1,1.5,1.9,1.7,5.3,7.0,2.1,1.6,0.8,1.4,4.0,11.1,0.3720000000000001,0.479,0.293,0.456,0.754,0.486,0
Randy Foye,2015-16,32,TOT,NBA,81,1642,8,5.1,14.7,2.9,7.1,2.3,7.6,1.9,2.3,0.7,4.0,4.7,4.9,1.2,0.9,2.6,4.0,14.4,0.35100000000000003,0.405,0.3,0.428,0.8240000000000001,0.461,0
Steve Novak,2012-13,29,NYK,NBA,81,1641,1,5.8,14.0,0.9,2.6,4.9,11.4,1.0,1.1,0.6,4.4,5.0,1.1,0.9,0.3,0.4,3.2,17.4,0.414,0.3670000000000001,0.425,0.5870000000000001,0.909,0.602,0
Jason Terry,2014-15,37,HOU,NBA,77,1641,18,5.7,13.5,1.9,3.7,3.8,9.8,1.2,1.5,0.5,3.2,3.7,4.5,2.0,0.6,2.2,3.5,16.4,0.422,0.504,0.39,0.563,0.813,0.579,0
Enes Kanter,2018-19,26,TOT,NBA,67,1640,31,11.0,20.1,10.7,19.1,0.3,1.0,4.6,5.8,7.6,11.8,19.4,3.4,0.9,0.8,3.5,4.9,26.9,0.5489999999999999,0.562,0.294,0.556,0.787,0.594,0
Gary Harris,2018-19,24,DEN,NBA,57,1639,48,8.1,19.1,5.6,11.8,2.5,7.3,3.4,4.3,1.2,3.6,4.8,3.8,1.6,0.6,2.0,3.4,22.1,0.424,0.476,0.339,0.488,0.799,0.526,0
Justin Holiday,2016-17,27,NYK,NBA,82,1639,4,7.1,16.4,4.1,8.1,3.0,8.3,2.0,2.4,0.8,6.0,6.9,3.1,2.0,0.9,2.0,3.3,19.2,0.433,0.513,0.355,0.523,0.825,0.5489999999999999,0
Robin Lopez,2014-15,26,POR,NBA,59,1638,59,7.3,13.6,7.3,13.6,0.0,0.0,3.0,4.0,5.9,6.3,12.3,1.7,0.5,2.6,2.3,3.8,17.6,0.535,0.537,0.0,0.535,0.772,0.574,0
Antawn Jamison,2012-13,36,LAL,NBA,76,1636,6,8.3,17.9,5.7,10.6,2.6,7.2,2.9,4.2,3.4,7.9,11.2,1.6,0.9,0.7,1.6,3.9,22.1,0.464,0.535,0.361,0.537,0.691,0.561,0
Luis Scola,2015-16,35,TOR,NBA,76,1636,76,8.5,18.9,6.4,13.8,2.1,5.1,1.9,2.7,2.7,8.7,11.4,2.1,1.5,0.9,2.1,5.6,21.0,0.45,0.467,0.404,0.504,0.726,0.523,0
Dante Cunningham,2013-14,26,MIN,NBA,81,1635,7,7.1,15.4,7.1,15.2,0.0,0.2,1.1,2.0,3.4,6.6,10.0,2.5,1.9,1.7,1.3,4.4,15.4,0.464,0.468,0.0,0.464,0.5670000000000001,0.474,0
Trevor Booker,2015-16,28,UTA,NBA,79,1632,2,6.1,12.5,5.8,11.2,0.4,1.3,2.3,3.4,5.4,9.2,14.6,2.7,1.9,1.3,2.6,5.5,15.0,0.49,0.513,0.293,0.505,0.67,0.5329999999999999,0
Alonzo Gee,2015-16,28,NOP,NBA,73,1632,38,4.0,7.7,3.5,5.9,0.5,1.8,1.3,2.0,1.8,5.6,7.4,2.2,1.9,0.4,1.7,5.1,9.9,0.518,0.59,0.28300000000000003,0.551,0.667,0.5720000000000001,0
Domantas Sabonis,2016-17,20,OKC,NBA,81,1632,66,5.8,14.5,4.2,9.7,1.5,4.8,1.3,2.0,1.4,7.3,8.7,2.5,1.2,1.0,2.5,6.0,14.4,0.399,0.438,0.321,0.452,0.657,0.469,0
Dāvis Bertāns,2018-19,26,SAS,NBA,76,1632,12,6.1,13.6,1.8,3.4,4.3,10.1,1.6,1.8,0.7,7.2,7.9,3.0,1.0,1.0,1.3,4.0,18.1,0.45,0.513,0.429,0.61,0.883,0.632,0
Ed Davis,2012-13,23,TOT,NBA,81,1631,28,8.5,15.8,8.5,15.8,0.0,0.0,3.4,5.5,5.0,10.1,15.1,2.1,1.2,2.8,2.1,6.3,20.4,0.539,0.539,,0.539,0.617,0.561,0
Stephen Curry,2017-18,29,GSW,NBA,51,1631,51,12.6,25.5,6.4,10.7,6.3,14.8,8.2,8.9,1.1,6.6,7.7,9.2,2.4,0.2,4.5,3.4,39.8,0.495,0.595,0.423,0.618,0.9209999999999999,0.675,1
Markieff Morris,2015-16,26,TOT,NBA,64,1629,45,9.1,21.5,7.7,16.8,1.4,4.6,3.2,4.4,2.2,8.3,10.5,3.7,1.7,1.0,4.0,5.5,22.9,0.425,0.458,0.303,0.458,0.735,0.489,0
Steve Nash,2012-13,38,LAL,NBA,50,1627,50,7.4,14.8,5.6,10.8,1.8,4.1,3.3,3.6,0.8,3.6,4.4,10.4,0.9,0.2,3.9,2.2,19.9,0.4970000000000001,0.519,0.438,0.557,0.922,0.605,0
Pau Gasol,2016-17,36,SAS,NBA,64,1627,39,9.5,18.9,7.7,15.7,1.8,3.3,4.1,5.8,3.4,12.3,15.7,4.7,0.8,2.2,2.5,3.4,24.8,0.502,0.494,0.5379999999999999,0.5479999999999999,0.7070000000000001,0.578,0
Caron Butler,2014-15,34,DET,NBA,78,1623,21,5.1,12.6,2.5,5.6,2.6,7.0,1.8,1.9,0.7,5.6,6.2,2.5,1.4,0.1,1.6,3.8,14.7,0.407,0.441,0.379,0.511,0.902,0.544,0
Andre Iguodala,2017-18,34,GSW,NBA,64,1622,7,4.4,9.5,3.4,6.0,1.0,3.5,1.6,2.6,1.5,5.8,7.3,6.2,1.6,1.1,2.0,2.9,11.4,0.463,0.5670000000000001,0.282,0.514,0.632,0.536,0
Troy Daniels,2017-18,26,PHO,NBA,79,1622,15,6.8,17.0,1.4,3.5,5.4,13.5,1.7,1.9,0.4,3.4,3.7,1.4,0.8,0.1,1.7,4.0,20.7,0.403,0.419,0.4,0.563,0.875,0.583,0
Dennis Schröder,2015-16,22,ATL,NBA,80,1621,6,10.0,23.8,7.7,16.5,2.3,7.3,4.4,5.5,0.8,5.5,6.2,10.6,2.1,0.3,5.6,4.2,26.8,0.421,0.465,0.322,0.471,0.7909999999999999,0.51,0
Tony Allen,2015-16,34,MEM,NBA,64,1620,57,6.8,14.9,6.4,13.6,0.5,1.3,2.9,4.4,3.3,6.1,9.4,2.2,3.5,0.6,2.5,5.6,17.0,0.458,0.468,0.35700000000000004,0.474,0.652,0.505,0
Andray Blatche,2013-14,27,BRK,NBA,73,1618,7,10.4,21.9,9.9,20.1,0.5,1.8,5.3,7.2,3.9,8.8,12.7,3.6,2.4,1.2,3.6,5.4,26.6,0.476,0.494,0.278,0.487,0.742,0.532,0
Tyson Chandler,2015-16,33,PHO,NBA,66,1618,60,5.5,9.5,5.5,9.4,0.0,0.0,3.2,5.1,5.3,12.1,17.3,1.9,1.1,1.3,2.8,4.4,14.2,0.583,0.585,0.0,0.583,0.62,0.606,0
Rodney Hood,2017-18,25,TOT,NBA,60,1616,23,9.9,23.1,6.0,12.9,3.9,10.3,3.4,4.0,0.7,4.4,5.1,2.9,1.4,0.4,2.2,3.2,27.2,0.429,0.467,0.381,0.513,0.86,0.546,0
Lamar Odom,2012-13,33,LAC,NBA,82,1616,2,4.8,11.9,4.2,9.0,0.6,2.9,0.7,1.4,3.8,11.8,15.6,4.6,2.2,1.9,2.8,7.0,10.8,0.399,0.464,0.2,0.423,0.476,0.429,0
Wayne Ellington,2015-16,28,BRK,NBA,76,1615,41,6.8,17.5,3.8,9.1,3.0,8.4,1.7,2.0,0.6,4.8,5.4,2.6,1.5,0.2,1.4,2.6,18.3,0.389,0.416,0.358,0.474,0.857,0.498,0
Garrett Temple,2017-18,31,SAC,NBA,65,1615,35,6.2,14.9,3.4,7.8,2.8,7.1,1.9,2.4,0.7,4.1,4.8,3.9,1.8,0.8,2.5,4.2,17.1,0.418,0.442,0.392,0.512,0.769,0.536,0
Samuel Dalembert,2013-14,32,DAL,NBA,80,1614,68,6.8,12.0,6.8,12.0,0.0,0.0,3.2,4.4,6.4,10.8,17.2,1.2,1.3,3.0,2.9,6.7,16.8,0.568,0.569,0.0,0.568,0.737,0.605,0
Justin Jackson,2018-19,23,TOT,NBA,81,1614,14,6.3,14.2,3.8,7.0,2.5,7.2,1.8,2.3,1.3,4.9,6.2,2.8,0.9,0.4,0.8,2.9,17.0,0.447,0.542,0.355,0.537,0.785,0.561,0
Richard Jefferson,2016-17,36,CLE,NBA,79,1614,13,4.7,10.6,2.8,4.9,1.9,5.8,2.5,3.3,0.9,5.4,6.3,2.4,0.8,0.3,1.6,4.7,13.9,0.446,0.58,0.333,0.536,0.741,0.574,0
Josh Richardson,2016-17,23,MIA,NBA,53,1614,34,6.3,16.0,4.0,8.9,2.3,7.1,1.9,2.4,1.1,4.2,5.2,4.4,1.9,1.2,2.0,4.1,16.8,0.394,0.444,0.33,0.467,0.779,0.493,0
Marcus Smart,2017-18,23,BOS,NBA,54,1614,11,5.9,15.9,3.5,8.2,2.3,7.7,3.0,4.1,1.3,4.5,5.9,8.0,2.2,0.7,4.0,4.1,17.0,0.3670000000000001,0.429,0.301,0.44,0.7290000000000001,0.479,0
Kirk Hinrich,2014-15,34,CHI,NBA,66,1610,22,4.6,12.2,2.7,6.8,1.9,5.4,1.1,1.6,0.6,3.2,3.9,4.8,1.5,0.4,2.3,4.6,12.1,0.373,0.394,0.345,0.449,0.7,0.468,0
Dewayne Dedmon,2018-19,29,ATL,NBA,64,1609,52,7.4,15.1,5.1,8.9,2.4,6.2,2.6,3.2,3.0,10.8,13.8,2.6,2.0,2.0,2.4,6.1,19.9,0.4920000000000001,0.57,0.382,0.5710000000000001,0.8140000000000001,0.602,0
Amir Johnson,2016-17,29,BOS,NBA,80,1608,77,6.6,11.4,5.7,9.4,0.8,2.0,2.1,3.1,3.6,7.6,11.3,4.3,1.6,1.9,2.4,6.5,16.0,0.5760000000000001,0.612,0.409,0.612,0.67,0.628,0
Emmanuel Mudiay,2018-19,22,NYK,NBA,59,1607,42,9.9,22.2,7.8,15.9,2.1,6.3,4.3,5.6,1.0,4.9,5.9,6.8,1.3,0.6,4.2,3.1,26.2,0.446,0.4920000000000001,0.329,0.493,0.774,0.531,0
Tyreke Evans,2017-18,28,MEM,NBA,52,1607,32,11.5,25.5,7.9,16.5,3.6,9.0,5.2,6.6,1.4,7.0,8.3,8.5,1.8,0.5,3.7,3.0,31.8,0.452,0.482,0.399,0.523,0.785,0.561,0
Robin Lopez,2018-19,30,CHI,NBA,74,1606,36,9.2,16.2,9.0,15.2,0.2,0.9,2.7,3.7,4.2,4.4,8.6,2.7,0.3,2.4,2.9,3.7,21.3,0.568,0.589,0.226,0.575,0.7240000000000001,0.598,0
T.J. McConnell,2015-16,23,PHI,NBA,81,1606,17,6.7,14.2,5.7,11.4,0.9,2.7,0.8,1.3,1.3,6.3,7.6,11.2,2.9,0.3,4.3,3.5,15.0,0.47,0.499,0.348,0.503,0.634,0.511,0
Kelly Oubre,2016-17,21,WAS,NBA,79,1605,5,5.7,13.6,4.1,7.8,1.7,5.8,2.3,3.0,1.9,6.1,8.0,1.4,1.8,0.5,1.5,6.0,15.4,0.421,0.52,0.287,0.482,0.758,0.516,0
Evan Turner,2018-19,30,POR,NBA,73,1605,2,6.2,13.4,5.8,11.8,0.3,1.6,2.3,3.2,1.1,8.8,9.9,8.5,1.0,0.5,3.4,3.3,14.9,0.46,0.494,0.212,0.473,0.708,0.504,0
James Ennis,2017-18,27,TOT,NBA,72,1604,22,5.7,12.0,4.1,7.2,1.6,4.8,3.0,3.6,2.3,4.7,7.0,2.2,1.5,0.6,1.8,4.2,16.1,0.474,0.5670000000000001,0.333,0.54,0.836,0.588,0
J.J. Barea,2017-18,33,DAL,NBA,69,1603,10,9.5,21.6,5.9,11.8,3.6,9.8,2.5,3.2,0.5,5.8,6.3,13.6,1.1,0.1,4.5,2.6,25.1,0.439,0.499,0.3670000000000001,0.522,0.784,0.545,0
Lavoy Allen,2015-16,26,IND,NBA,79,1599,28,5.9,11.5,5.9,11.5,0.0,0.0,1.4,2.3,5.0,8.1,13.2,2.4,0.8,1.3,2.1,4.6,13.3,0.516,0.516,,0.516,0.63,0.532,0
Patrick Patterson,2016-17,27,TOR,NBA,65,1599,8,4.9,12.2,1.9,4.2,3.0,8.0,1.4,1.9,2.0,7.3,9.3,2.4,1.3,0.7,1.2,3.8,14.1,0.401,0.458,0.3720000000000001,0.523,0.7170000000000001,0.542,0
Thabo Sefolosha,2016-17,32,ATL,NBA,62,1596,42,5.4,12.2,4.1,8.5,1.3,3.7,1.7,2.3,1.7,6.7,8.3,3.3,3.0,1.0,1.8,3.0,13.7,0.441,0.484,0.342,0.4920000000000001,0.733,0.519,0
Rodney Hood,2016-17,24,UTA,NBA,59,1593,55,9.0,21.9,5.2,11.8,3.8,10.1,3.0,3.8,0.5,6.1,6.6,3.2,1.3,0.4,2.1,4.3,24.6,0.408,0.44,0.371,0.494,0.7829999999999999,0.522,0
Jalen Brunson,2018-19,22,DAL,NBA,73,1591,38,8.0,17.2,6.1,11.7,1.9,5.5,2.7,3.7,0.8,4.4,5.2,7.0,1.1,0.1,2.7,3.9,20.7,0.467,0.523,0.348,0.523,0.725,0.5489999999999999,0
Jahlil Okafor,2015-16,20,PHI,NBA,53,1591,48,12.2,24.1,12.2,23.9,0.0,0.2,4.1,6.0,3.8,7.7,11.5,2.0,0.7,1.9,3.8,4.3,28.6,0.508,0.511,0.16699999999999998,0.509,0.6859999999999999,0.536,0
Norris Cole,2012-13,24,MIA,NBA,80,1590,4,6.0,14.2,4.8,10.9,1.2,3.3,1.7,2.7,0.6,3.7,4.3,5.5,1.9,0.2,3.5,5.2,14.8,0.421,0.44,0.35700000000000004,0.462,0.65,0.483,0
Tony Parker,2016-17,34,SAS,NBA,63,1587,63,8.5,18.3,7.8,16.1,0.7,2.2,2.7,3.8,0.3,3.3,3.6,9.2,1.1,0.1,2.9,3.0,20.5,0.466,0.484,0.333,0.486,0.726,0.514,0
Manu Ginóbili,2014-15,37,SAS,NBA,70,1587,0,8.1,19.0,5.2,10.7,2.9,8.3,4.7,6.6,0.9,5.9,6.8,9.5,2.2,0.6,5.0,4.5,23.8,0.426,0.489,0.345,0.502,0.721,0.544,0
Michael Kidd-Gilchrist,2014-15,21,CHO,NBA,55,1587,52,7.3,15.7,7.3,15.7,0.0,0.0,4.9,7.0,3.5,10.0,13.5,2.5,1.0,1.2,2.0,3.7,19.5,0.465,0.465,,0.465,0.701,0.519,0
Thabo Sefolosha,2013-14,29,OKC,NBA,61,1584,61,4.5,10.8,3.0,6.0,1.5,4.8,1.7,2.2,1.6,5.4,7.0,3.0,2.5,0.5,1.7,2.9,12.2,0.415,0.495,0.316,0.485,0.768,0.517,0
Andrew Bogut,2014-15,30,GSW,NBA,67,1583,65,6.2,11.0,6.2,11.0,0.0,0.0,0.7,1.3,4.4,12.4,16.8,5.6,1.2,3.5,3.3,5.8,13.0,0.563,0.563,,0.563,0.524,0.565,0
Kentavious Caldwell-Pope,2013-14,20,DET,NBA,80,1583,41,5.8,14.7,3.9,8.8,1.9,5.9,1.5,1.9,1.2,3.8,5.0,1.8,2.4,0.4,0.9,4.6,15.0,0.396,0.447,0.319,0.46,0.77,0.483,0
Nick Collison,2012-13,32,OKC,NBA,81,1583,2,5.7,9.6,5.7,9.5,0.0,0.1,1.9,2.5,4.0,6.8,10.8,3.9,1.7,1.0,2.2,6.4,13.4,0.595,0.603,0.0,0.595,0.769,0.624,0
Arron Afflalo,2016-17,31,SAC,NBA,61,1580,45,5.9,13.5,3.9,8.6,2.0,4.8,2.7,3.0,0.3,3.7,4.0,2.5,0.7,0.2,1.3,3.3,16.5,0.44,0.457,0.411,0.514,0.892,0.5589999999999999,0
Andre Iguodala,2018-19,35,GSW,NBA,68,1578,13,4.6,9.1,3.1,4.8,1.4,4.3,1.2,2.0,1.4,6.2,7.6,6.5,1.8,1.5,1.6,2.9,11.7,0.5,0.652,0.333,0.579,0.5820000000000001,0.5870000000000001,0
Kyle Korver,2017-18,36,CLE,NBA,73,1574,4,6.9,15.1,1.8,3.4,5.1,11.7,2.0,2.2,0.3,4.9,5.1,2.7,1.0,0.8,1.7,4.0,20.9,0.459,0.537,0.436,0.628,0.889,0.652,0
Lance Stephenson,2014-15,24,CHO,NBA,61,1573,25,6.8,18.1,6.2,14.6,0.6,3.4,2.3,3.6,1.3,7.8,9.1,7.9,1.2,0.3,4.2,4.4,16.4,0.376,0.425,0.171,0.393,0.627,0.419,0
Marvin Bagley,2018-19,19,SAC,NBA,62,1567,4,10.6,21.0,9.7,18.1,0.9,2.9,5.4,7.8,4.8,9.2,14.0,1.8,1.0,1.8,2.9,3.6,27.4,0.504,0.534,0.313,0.525,0.691,0.562,0
Jared Sullinger,2014-15,22,BOS,NBA,58,1566,49,9.9,22.6,8.3,16.8,1.7,5.9,3.1,4.1,4.7,9.4,14.1,4.3,1.4,1.3,2.5,4.9,24.6,0.439,0.494,0.28300000000000003,0.476,0.7440000000000001,0.503,0
Trevor Booker,2014-15,27,UTA,NBA,79,1564,5,7.7,15.8,6.7,12.9,1.0,2.9,2.9,5.0,4.7,8.8,13.5,2.8,1.5,1.4,3.0,4.9,19.3,0.487,0.518,0.345,0.518,0.581,0.536,0
Kendall Marshall,2013-14,22,LAL,NBA,54,1564,45,5.3,13.0,3.1,7.5,2.2,5.5,0.6,1.1,0.5,4.4,4.8,14.8,1.5,0.1,4.7,2.4,13.4,0.406,0.411,0.399,0.49,0.528,0.494,0
Luc Mbah a Moute,2017-18,31,HOU,NBA,61,1564,15,5.2,10.9,3.2,5.4,2.0,5.4,2.0,3.0,0.7,5.2,5.9,1.7,2.3,0.8,2.1,3.1,14.5,0.481,0.599,0.364,0.5720000000000001,0.684,0.595,0
Austin Rivers,2014-15,22,TOT,NBA,76,1563,5,6.7,16.4,5.4,12.0,1.3,4.3,2.8,4.2,0.9,4.1,5.0,5.1,1.6,0.5,2.1,4.8,17.5,0.409,0.449,0.298,0.449,0.675,0.481,0
Dante Cunningham,2017-18,30,TOT,NBA,73,1562,25,5.0,11.2,3.3,6.0,1.8,5.2,1.0,1.6,2.4,6.8,9.2,1.5,1.2,0.9,1.0,3.4,12.8,0.451,0.541,0.345,0.53,0.596,0.539,0
Tyus Jones,2018-19,22,MIN,NBA,68,1560,23,5.7,13.7,4.5,9.8,1.2,3.9,1.8,2.1,0.7,3.4,4.1,10.0,2.5,0.2,1.4,2.4,14.4,0.415,0.453,0.317,0.46,0.841,0.491,0
Alex Len,2016-17,23,PHO,NBA,77,1560,34,7.1,14.2,7.0,13.8,0.1,0.4,4.6,6.4,4.8,10.9,15.6,1.4,1.2,3.0,3.1,7.4,18.8,0.4970000000000001,0.503,0.25,0.5,0.721,0.5529999999999999,0
Ben Gordon,2012-13,29,CHA,NBA,75,1560,0,10.4,25.6,6.6,15.7,3.8,9.8,3.6,4.3,0.6,3.8,4.4,4.7,1.2,0.5,4.6,4.5,28.3,0.408,0.421,0.387,0.482,0.843,0.515,0
Nenê Hilário,2013-14,31,WAS,NBA,53,1560,37,9.9,19.6,9.8,19.4,0.0,0.2,5.1,8.8,2.1,7.6,9.7,5.1,2.1,1.6,3.9,5.4,24.9,0.503,0.506,0.2,0.504,0.583,0.53,0
Aaron Brooks,2013-14,29,TOT,NBA,72,1557,12,7.4,18.4,4.3,10.6,3.0,7.9,2.6,3.0,1.4,3.1,4.4,7.4,1.6,0.4,3.7,4.6,20.4,0.401,0.411,0.387,0.484,0.8740000000000001,0.518,0
Gerald Green,2015-16,30,MIA,NBA,69,1557,14,7.6,19.3,4.8,10.8,2.8,8.6,2.4,3.0,0.8,4.5,5.4,1.8,1.3,0.6,1.5,4.1,20.3,0.392,0.446,0.32299999999999995,0.463,0.7829999999999999,0.491,0
Jonas Valančiūnas,2015-16,23,TOR,NBA,60,1557,59,10.1,17.8,10.1,17.8,0.0,0.0,5.4,7.1,6.1,12.0,18.2,1.4,0.8,2.7,2.8,5.2,25.5,0.565,0.565,,0.565,0.7609999999999999,0.61,0
